NO,REGION,DISTRICT,TOWNSHIP,TS_PCODE,YEAR,P_KINDS,MATURE,SEASON,P_ACRE,H_ACRE,Y_ACRE,Y_TIN
740,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Ngasein,Medium,Hot,0,0,0,0
741,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Ngasein,Medium,Hot,0,0,0,0
742,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Ngasein,Medium,Hot,0,0,0,0
743,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Ngasein,Medium,Hot,0,0,0,0
744,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Ngasein,Medium,Hot,0,0,0,0
745,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Ngasein,Medium,Hot,0,0,0,0
746,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Ngasein,Medium,Hot,0,0,0,0
747,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Ngasein,Medium,Hot,0,0,0,0
748,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Ngasein,Medium,Hot,0,0,0,0
749,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Ngasein,Medium,Hot,0,0,0,0
750,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Ngasein,Medium,Hot,0,0,0,0
751,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Ngasein,Early,Hot,0,0,0,0
752,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Ngasein,Early,Hot,0,0,0,0
753,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Ngasein,Early,Hot,0,0,0,0
754,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Ngasein,Early,Hot,0,0,0,0
755,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Ngasein,Early,Hot,0,0,0,0
756,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Ngasein,Early,Hot,0,0,0,0
757,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Ngasein,Early,Hot,0,0,0,0
758,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Ngasein,Early,Hot,0,0,0,0
759,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Ngasein,Early,Hot,0,0,0,0
760,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Ngasein,Early,Hot,0,0,0,0
761,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Ngasein,Early,Hot,0,0,0,0
762,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Ngasein,Early,Hot,0,0,0,0
763,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Ngasein,Early,Hot,0,0,0,0
764,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Ngasein,Early,Hot,0,0,0,0
765,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Ngasein,Early,Hot,0,0,0,0
766,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Ngasein,Early,Hot,0,0,0,0
767,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Ngasein,Early,Hot,0,0,0,0
768,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Ngasein,Early,Hot,0,0,0,0
769,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Ngasein,Early,Hot,0,0,0,0
770,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Ngasein,Early,Hot,0,0,0,0
771,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Ngasein,Early,Hot,0,0,0,0
772,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Ngasein,Early,Hot,0,0,0,0
773,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Ngasein,Early,Hot,0,0,0,0
774,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Ngasein,Early,Hot,0,0,0,0
775,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Ngasein,Early,Hot,0,0,0,0
776,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Ngasein,Early,Hot,0,0,0,0
777,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Ngasein,Early,Hot,0,0,0,0
778,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Ngasein,Early,Hot,0,0,0,0
779,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Ngasein,Early,Hot,0,0,0,0
780,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Ngasein,Early,Hot,0,0,0,0
781,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,White_glutinous,Early,Rain,0,0,0,0
782,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,White_glutinous,Early,Rain,0,0,0,0
783,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,White_glutinous,Early,Rain,0,0,0,0
784,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,White_glutinous,Early,Rain,0,0,0,0
785,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,White_glutinous,Early,Rain,0,0,0,0
786,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,White_glutinous,Early,Rain,0,0,0,0
787,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,White_glutinous,Early,Rain,0,0,0,0
788,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,White_glutinous,Early,Rain,0,0,0,0
789,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,White_glutinous,Early,Rain,0,0,0,0
790,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,White_glutinous,Early,Rain,98,98,69.38,6799
791,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,White_glutinous,Early,Rain,0,0,0,0
792,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,White_glutinous,Early,Rain,0,0,0,0
793,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,White_glutinous,Early,Rain,0,0,0,0
794,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,White_glutinous,Early,Rain,0,0,0,0
795,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,White_glutinous,Early,Rain,0,0,0,0
796,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,White_glutinous,Early,Rain,0,0,0,0
797,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,White_glutinous,Early,Rain,0,0,0,0
798,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,White_glutinous,Early,Rain,0,0,0,0
799,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,White_glutinous,Early,Rain,0,0,0,0
800,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,White_glutinous,Early,Rain,0,0,0,0
801,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,White_glutinous,Early,Rain,0,0,0,0
802,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,White_glutinous,Early,Rain,0,0,0,0
803,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,White_glutinous,Early,Rain,0,0,0,0
804,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,White_glutinous,Early,Rain,0,0,0,0
805,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,White_glutinous,Early,Rain,0,0,0,0
806,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,White_glutinous,Early,Rain,0,0,0,0
807,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,White_glutinous,Early,Rain,0,0,0,0
808,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,White_glutinous,Early,Rain,0,0,0,0
809,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,White_glutinous,Early,Rain,0,0,0,0
810,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,White_glutinous,Early,Rain,0,0,0,0
811,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
812,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
813,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
814,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
815,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
816,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
817,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
818,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
819,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
820,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
821,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
822,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
823,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
824,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
825,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
826,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
827,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
828,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
829,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
830,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
831,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
832,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
833,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
834,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
835,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
836,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
837,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
838,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
839,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
840,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Brown_glutinous,Early,Rain,0,0,0,0
841,Mandalay,Mandalay,Aungmyethazan,MMR010001,2016-2017,Taungyar,Early,Rain,0,0,0,0
842,Mandalay,Mandalay,Chanayethazan,MMR010002,2016-2017,Taungyar,Early,Rain,0,0,0,0
843,Mandalay,Mandalay,Mahaaungmye,MMR010003,2016-2017,Taungyar,Early,Rain,0,0,0,0
844,Mandalay,Mandalay,Chanmyathazi,MMR010004,2016-2017,Taungyar,Early,Rain,0,0,0,0
845,Mandalay,Mandalay,Pyigyidagon,MMR010005,2016-2017,Taungyar,Early,Rain,0,0,0,0
846,Mandalay,Mandalay,Amarapura,MMR010006,2016-2017,Taungyar,Early,Rain,0,0,0,0
847,Mandalay,Mandalay,Patheingyi,MMR010007,2016-2017,Taungyar,Early,Rain,0,0,0,0
848,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2016-2017,Taungyar,Early,Rain,0,0,0,0
849,Mandalay,Pyinoolwin,Madaya,MMR010009,2016-2017,Taungyar,Early,Rain,0,0,0,0
850,Mandalay,Pyinoolwin,Singu,MMR010010,2016-2017,Taungyar,Early,Rain,0,0,0,0
851,Mandalay,Pyinoolwin,Mogok,MMR010011,2016-2017,Taungyar,Early,Rain,0,0,0,0
852,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2016-2017,Taungyar,Early,Rain,0,0,0,0
853,Mandalay,Pyinoolwin,Takaung,MMR010012702,2016-2017,Taungyar,Early,Rain,0,0,0,0
854,Mandalay,Kyaukse,Kyaukse,MMR010013,2016-2017,Taungyar,Early,Rain,0,0,0,0
855,Mandalay,Kyaukse,Sintgaing,MMR010014,2016-2017,Taungyar,Early,Rain,0,0,0,0
856,Mandalay,Kyaukse,Myittha,MMR010015,2016-2017,Taungyar,Early,Rain,0,0,0,0
857,Mandalay,Kyaukse,Tada-U,MMR010016,2016-2017,Taungyar,Early,Rain,0,0,0,0
858,Mandalay,Meiktila,Meiktila,MMR010028,2016-2017,Taungyar,Early,Rain,0,0,0,0
859,Mandalay,Meiktila,Mahlaing,MMR010029,2016-2017,Taungyar,Early,Rain,0,0,0,0
860,Mandalay,Meiktila,Thazi,MMR010030,2016-2017,Taungyar,Early,Rain,0,0,0,0
861,Mandalay,Meiktila,Wundwin,MMR010031,2016-2017,Taungyar,Early,Rain,0,0,0,0
862,Mandalay,Myingyan,Myingyan,MMR010017,2016-2017,Taungyar,Early,Rain,0,0,0,0
863,Mandalay,Myingyan,Taungtha,MMR010018,2016-2017,Taungyar,Early,Rain,0,0,0,0
864,Mandalay,Myingyan,Natogyi,MMR010019,2016-2017,Taungyar,Early,Rain,0,0,0,0
865,Mandalay,Myingyan,Ngazun,MMR010021,2016-2017,Taungyar,Early,Rain,0,0,0,0
866,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2016-2017,Taungyar,Early,Rain,0,0,0,0
867,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2016-2017,Taungyar,Early,Rain,0,0,0,0
868,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2016-2017,Taungyar,Early,Rain,0,0,0,0
869,Mandalay,Yamethin,Yamethin,MMR010023,2016-2017,Taungyar,Early,Rain,655,655,55.55,36385
870,Mandalay,Yamethin,Pyawbwe,MMR010024,2016-2017,Taungyar,Early,Rain,0,0,0,0
871,Mandalay,Mandalay,Aungmyethazan,MMR010001,2015-2016,Emahta,Medium,Rain,0,0,0,0
872,Mandalay,Mandalay,Chanayethazan,MMR010002,2015-2016,Emahta,Medium,Rain,0,0,0,0
873,Mandalay,Mandalay,Mahaaungmye,MMR010003,2015-2016,Emahta,Medium,Rain,0,0,0,0
874,Mandalay,Mandalay,Chanmyathazi,MMR010004,2015-2016,Emahta,Medium,Rain,0,0,0,0
875,Mandalay,Mandalay,Pyigyidagon,MMR010005,2015-2016,Emahta,Medium,Rain,0,0,0,0
876,Mandalay,Mandalay,Amarapura,MMR010006,2015-2016,Emahta,Medium,Rain,0,0,0,0
877,Mandalay,Mandalay,Patheingyi,MMR010007,2015-2016,Emahta,Medium,Rain,0,0,0,0
878,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2015-2016,Emahta,Medium,Rain,4470,4470,93.07,416020
879,Mandalay,Pyinoolwin,Madaya,MMR010009,2015-2016,Emahta,Medium,Rain,0,0,0,0
880,Mandalay,Pyinoolwin,Singu,MMR010010,2015-2016,Emahta,Medium,Rain,0,0,0,0
881,Mandalay,Pyinoolwin,Mogok,MMR010011,2015-2016,Emahta,Medium,Rain,2417,2408,73.68,177417
882,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2015-2016,Emahta,Medium,Rain,2136,2136,74.47,159070
883,Mandalay,Pyinoolwin,Takaung,MMR010012702,2015-2016,Emahta,Medium,Rain,523,523,62.97,32931
884,Mandalay,Kyaukse,Kyaukse,MMR010013,2015-2016,Emahta,Medium,Rain,0,0,0,0
885,Mandalay,Kyaukse,Sintgaing,MMR010014,2015-2016,Emahta,Medium,Rain,0,0,0,0
886,Mandalay,Kyaukse,Myittha,MMR010015,2015-2016,Emahta,Medium,Rain,0,0,0,0
887,Mandalay,Kyaukse,Tada-U,MMR010016,2015-2016,Emahta,Medium,Rain,0,0,0,0
888,Mandalay,Meiktila,Meiktila,MMR010028,2015-2016,Emahta,Medium,Rain,0,0,0,0
889,Mandalay,Meiktila,Mahlaing,MMR010029,2015-2016,Emahta,Medium,Rain,0,0,0,0
890,Mandalay,Meiktila,Thazi,MMR010030,2015-2016,Emahta,Medium,Rain,0,0,0,0
891,Mandalay,Meiktila,Wundwin,MMR010031,2015-2016,Emahta,Medium,Rain,0,0,0,0
892,Mandalay,Myingyan,Myingyan,MMR010017,2015-2016,Emahta,Medium,Rain,0,0,0,0
893,Mandalay,Myingyan,Taungtha,MMR010018,2015-2016,Emahta,Medium,Rain,0,0,0,0
894,Mandalay,Myingyan,Natogyi,MMR010019,2015-2016,Emahta,Medium,Rain,0,0,0,0
895,Mandalay,Myingyan,Ngazun,MMR010021,2015-2016,Emahta,Medium,Rain,0,0,0,0
896,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2015-2016,Emahta,Medium,Rain,0,0,0,0
897,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2015-2016,Emahta,Medium,Rain,0,0,0,0
898,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2015-2016,Emahta,Medium,Rain,0,0,0,0
899,Mandalay,Yamethin,Yamethin,MMR010023,2015-2016,Emahta,Medium,Rain,7658,7658,50.55,387112
900,Mandalay,Yamethin,Pyawbwe,MMR010024,2015-2016,Emahta,Medium,Rain,1545,1545,51.86,80119
901,Mandalay,Mandalay,Aungmyethazan,MMR010001,2015-2016,Emahta,Early,Rain,16,16,114.75,1836
902,Mandalay,Mandalay,Chanayethazan,MMR010002,2015-2016,Emahta,Early,Rain,0,0,0,0
903,Mandalay,Mandalay,Mahaaungmye,MMR010003,2015-2016,Emahta,Early,Rain,0,0,0,0
904,Mandalay,Mandalay,Chanmyathazi,MMR010004,2015-2016,Emahta,Early,Rain,0,0,0,0
905,Mandalay,Mandalay,Pyigyidagon,MMR010005,2015-2016,Emahta,Early,Rain,4,4,104.25,417
906,Mandalay,Mandalay,Amarapura,MMR010006,2015-2016,Emahta,Early,Rain,11842,11842,92.3,1092995
907,Mandalay,Mandalay,Patheingyi,MMR010007,2015-2016,Emahta,Early,Rain,21260,21260,95.21,2024153
908,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2015-2016,Emahta,Early,Rain,2999,2999,39.94,119794
909,Mandalay,Pyinoolwin,Madaya,MMR010009,2015-2016,Emahta,Early,Rain,34422,34422,98.09,3376463
910,Mandalay,Pyinoolwin,Singu,MMR010010,2015-2016,Emahta,Early,Rain,1513,1513,87.01,131652
911,Mandalay,Pyinoolwin,Mogok,MMR010011,2015-2016,Emahta,Early,Rain,991,991,72.85,72194
912,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2015-2016,Emahta,Early,Rain,0,0,0,0
913,Mandalay,Pyinoolwin,Takaung,MMR010012702,2015-2016,Emahta,Early,Rain,0,0,0,0
914,Mandalay,Kyaukse,Kyaukse,MMR010013,2015-2016,Emahta,Early,Rain,42615,42615,91.97,3919302
915,Mandalay,Kyaukse,Sintgaing,MMR010014,2015-2016,Emahta,Early,Rain,20511,20511,92.93,1906087
916,Mandalay,Kyaukse,Myittha,MMR010015,2015-2016,Emahta,Early,Rain,30020,30020,98.48,2956314
917,Mandalay,Kyaukse,Tada-U,MMR010016,2015-2016,Emahta,Early,Rain,5870,5870,92.52,543092
918,Mandalay,Meiktila,Meiktila,MMR010028,2015-2016,Emahta,Early,Rain,1735,1735,82.46,143075
919,Mandalay,Meiktila,Mahlaing,MMR010029,2015-2016,Emahta,Early,Rain,2241,2241,63.63,142598
920,Mandalay,Meiktila,Thazi,MMR010030,2015-2016,Emahta,Early,Rain,2277,2277,69.5,158244
921,Mandalay,Meiktila,Wundwin,MMR010031,2015-2016,Emahta,Early,Rain,5618,5618,76.55,430045
922,Mandalay,Myingyan,Myingyan,MMR010017,2015-2016,Emahta,Early,Rain,2222,2222,88.97,197698
923,Mandalay,Myingyan,Taungtha,MMR010018,2015-2016,Emahta,Early,Rain,2644,2644,95.63,252850
924,Mandalay,Myingyan,Natogyi,MMR010019,2015-2016,Emahta,Early,Rain,262,262,101.1,26488
925,Mandalay,Myingyan,Ngazun,MMR010021,2015-2016,Emahta,Early,Rain,381,381,124.92,47595
926,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2015-2016,Emahta,Early,Rain,1351,1351,87.16,117532
927,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2015-2016,Emahta,Early,Rain,1904,1904,77.9,148329
928,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2015-2016,Emahta,Early,Rain,5,5,131.6,658
929,Mandalay,Yamethin,Yamethin,MMR010023,2015-2016,Emahta,Early,Rain,1403,1403,114.1,160078
930,Mandalay,Yamethin,Pyawbwe,MMR010024,2015-2016,Emahta,Early,Rain,892,892,150.59,134325
931,Mandalay,Mandalay,Aungmyethazan,MMR010001,2015-2016,Emahta,Medium,Hot,0,0,0,0
932,Mandalay,Mandalay,Chanayethazan,MMR010002,2015-2016,Emahta,Medium,Hot,0,0,0,0
933,Mandalay,Mandalay,Mahaaungmye,MMR010003,2015-2016,Emahta,Medium,Hot,0,0,0,0
934,Mandalay,Mandalay,Chanmyathazi,MMR010004,2015-2016,Emahta,Medium,Hot,0,0,0,0
935,Mandalay,Mandalay,Pyigyidagon,MMR010005,2015-2016,Emahta,Medium,Hot,0,0,0,0
936,Mandalay,Mandalay,Amarapura,MMR010006,2015-2016,Emahta,Medium,Hot,0,0,0,0
937,Mandalay,Mandalay,Patheingyi,MMR010007,2015-2016,Emahta,Medium,Hot,0,0,0,0
938,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2015-2016,Emahta,Medium,Hot,0,0,0,0
939,Mandalay,Pyinoolwin,Madaya,MMR010009,2015-2016,Emahta,Medium,Hot,0,0,0,0
940,Mandalay,Pyinoolwin,Singu,MMR010010,2015-2016,Emahta,Medium,Hot,0,0,0,0
941,Mandalay,Pyinoolwin,Mogok,MMR010011,2015-2016,Emahta,Medium,Hot,0,0,0,0
942,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2015-2016,Emahta,Medium,Hot,0,0,0,0
943,Mandalay,Pyinoolwin,Takaung,MMR010012702,2015-2016,Emahta,Medium,Hot,9,0,0,0
944,Mandalay,Kyaukse,Kyaukse,MMR010013,2015-2016,Emahta,Medium,Hot,0,0,0,0
945,Mandalay,Kyaukse,Sintgaing,MMR010014,2015-2016,Emahta,Medium,Hot,0,0,0,0
946,Mandalay,Kyaukse,Myittha,MMR010015,2015-2016,Emahta,Medium,Hot,0,0,0,0
947,Mandalay,Kyaukse,Tada-U,MMR010016,2015-2016,Emahta,Medium,Hot,0,0,0,0
948,Mandalay,Meiktila,Meiktila,MMR010028,2015-2016,Emahta,Medium,Hot,0,0,0,0
949,Mandalay,Meiktila,Mahlaing,MMR010029,2015-2016,Emahta,Medium,Hot,0,0,0,0
950,Mandalay,Meiktila,Thazi,MMR010030,2015-2016,Emahta,Medium,Hot,0,0,0,0
951,Mandalay,Meiktila,Wundwin,MMR010031,2015-2016,Emahta,Medium,Hot,0,0,0,0
952,Mandalay,Myingyan,Myingyan,MMR010017,2015-2016,Emahta,Medium,Hot,0,0,0,0
953,Mandalay,Myingyan,Taungtha,MMR010018,2015-2016,Emahta,Medium,Hot,0,0,0,0
954,Mandalay,Myingyan,Natogyi,MMR010019,2015-2016,Emahta,Medium,Hot,0,0,0,0
955,Mandalay,Myingyan,Ngazun,MMR010021,2015-2016,Emahta,Medium,Hot,0,0,0,0
956,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2015-2016,Emahta,Medium,Hot,0,0,0,0
957,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2015-2016,Emahta,Medium,Hot,0,0,0,0
958,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2015-2016,Emahta,Medium,Hot,0,0,0,0
959,Mandalay,Yamethin,Yamethin,MMR010023,2015-2016,Emahta,Medium,Hot,0,0,0,0
960,Mandalay,Yamethin,Pyawbwe,MMR010024,2015-2016,Emahta,Medium,Hot,0,0,0,0
961,Mandalay,Mandalay,Aungmyethazan,MMR010001,2015-2016,Emahta,Early,Hot,15,0,0,0
962,Mandalay,Mandalay,Chanayethazan,MMR010002,2015-2016,Emahta,Early,Hot,0,0,0,0
963,Mandalay,Mandalay,Mahaaungmye,MMR010003,2015-2016,Emahta,Early,Hot,0,0,0,0
964,Mandalay,Mandalay,Chanmyathazi,MMR010004,2015-2016,Emahta,Early,Hot,0,0,0,0
965,Mandalay,Mandalay,Pyigyidagon,MMR010005,2015-2016,Emahta,Early,Hot,25,0,0,0
966,Mandalay,Mandalay,Amarapura,MMR010006,2015-2016,Emahta,Early,Hot,5772,0,0,0
967,Mandalay,Mandalay,Patheingyi,MMR010007,2015-2016,Emahta,Early,Hot,17170,0,0,0
968,Mandalay,Pyinoolwin,Pyinoolwin,MMR010008,2015-2016,Emahta,Early,Hot,0,0,0,0
969,Mandalay,Pyinoolwin,Madaya,MMR010009,2015-2016,Emahta,Early,Hot,28838,0,0,0
970,Mandalay,Pyinoolwin,Singu,MMR010010,2015-2016,Emahta,Early,Hot,585,0,0,0
971,Mandalay,Pyinoolwin,Mogok,MMR010011,2015-2016,Emahta,Early,Hot,0,0,0,0
972,Mandalay,Pyinoolwin,Thabeikkyin,MMR010012,2015-2016,Emahta,Early,Hot,150,0,0,0
973,Mandalay,Pyinoolwin,Takaung,MMR010012702,2015-2016,Emahta,Early,Hot,0,0,0,0
974,Mandalay,Kyaukse,Kyaukse,MMR010013,2015-2016,Emahta,Early,Hot,996,0,0,0
975,Mandalay,Kyaukse,Sintgaing,MMR010014,2015-2016,Emahta,Early,Hot,831,0,0,0
976,Mandalay,Kyaukse,Myittha,MMR010015,2015-2016,Emahta,Early,Hot,555,0,0,0
977,Mandalay,Kyaukse,Tada-U,MMR010016,2015-2016,Emahta,Early,Hot,325,0,0,0
978,Mandalay,Meiktila,Meiktila,MMR010028,2015-2016,Emahta,Early,Hot,0,0,0,0
979,Mandalay,Meiktila,Mahlaing,MMR010029,2015-2016,Emahta,Early,Hot,0,0,0,0
980,Mandalay,Meiktila,Thazi,MMR010030,2015-2016,Emahta,Early,Hot,2,0,0,0
981,Mandalay,Meiktila,Wundwin,MMR010031,2015-2016,Emahta,Early,Hot,3336,0,0,0
982,Mandalay,Myingyan,Myingyan,MMR010017,2015-2016,Emahta,Early,Hot,1104,0,0,0
983,Mandalay,Myingyan,Taungtha,MMR010018,2015-2016,Emahta,Early,Hot,373,0,0,0
984,Mandalay,Myingyan,Natogyi,MMR010019,2015-2016,Emahta,Early,Hot,52,0,0,0
985,Mandalay,Myingyan,Ngazun,MMR010021,2015-2016,Emahta,Early,Hot,254,0,0,0
986,Mandalay,Nyaung-U,Nyaung-U,MMR010022,2015-2016,Emahta,Early,Hot,416,0,0,0
987,Mandalay,Nyaung-U,Kyaukpadaung,MMR010020,2015-2016,Emahta,Early,Hot,453,0,0,0
988,Mandalay,Nyaung-U,Ngathayauk,MMR010022703,2015-2016,Emahta,Early,Hot,0,0,0,0
